t_loc,ent,sex,eda,n_hij,e_con,salario,c_ocu11c,ing7c,dur9c,ambito2,anios_esc,hrsocup,ingocup,tcco,scian,mh_col
4,17,1,54,0,5,3080,10,7,7,0,9,54,0,0,1,1
4,20,2,69,2,5,3080,5,1,3,2,2,15,1290,0,5,0
4,24,1,55,0,5,3080,5,3,6,2,6,45,6880,0,4,0
4,27,1,74,0,1,3080,10,1,5,0,6,36,2500,2,1,1
4,30,1,33,0,1,3080,10,1,2,0,6,14,125,1,1,1
4,30,1,45,0,5,3080,10,3,8,0,9,72,6450,0,1,1
1,9,1,60,0,5,3080,5,2,6,3,10,44,4300,0,5,0
1,9,1,42,0,1,3080,5,2,7,3,10,50,0,3,19,0
1,15,1,34,0,6,3080,3,5,3,4,12,16,20000,0,18,0
1,14,1,70,0,4,3080,1,3,4,3,16,26,0,0,12,1
1,14,1,47,0,5,3080,5,5,6,2,9,48,0,0,4,0
1,21,2,41,3,6,3080,3,7,6,2,12,42,0,0,8,1
1,21,1,30,0,6,3080,1,3,4,2,17,28,0,0,17,0
1,8,1,36,0,3,5302,1,5,6,3,12,40,43000,0,19,1
1,10,1,65,0,5,3080,7,2,5,2,0,35,5000,0,8,1
1,4,1,53,0,5,3080,5,3,4,3,6,27,7740,0,19,1
1,21,1,74,0,5,3080,5,1,3,2,0,20,2580,1,4,0
1,26,1,45,0,5,5302,5,3,6,2,9,48,12900,0,4,0
2,16,1,21,0,6,3080,8,2,8,3,14,63,4300,3,19,0
2,2,2,25,1,5,5302,6,2,1,3,12,0,0,0,7,1
2,3,1,39,0,3,3080,5,3,1,2,4,0,8600,0,4,0
2,7,1,39,0,5,3080,10,1,6,0,16,48,833,2,1,1
3,32,1,21,0,6,3080,10,7,7,0,13,56,0,0,1,1
3,32,1,41,0,5,3080,8,4,6,3,6,48,12900,0,18,1
3,7,1,64,0,5,3080,10,1,6,2,6,48,2917,2,5,1
3,14,2,64,2,5,3080,6,3,9,3,16,0,0,0,6,1
4,2,1,33,0,1,5302,5,3,7,2,6,56,11180,0,4,0
4,5,1,41,0,5,3080,5,4,7,3,9,56,10750,0,19,1
4,7,1,46,0,5,3080,10,5,6,0,6,40,83333,0,1,1
4,13,1,43,0,1,3080,8,4,8,2,6,98,12900,0,18,0
4,13,1,50,0,1,3080,5,2,4,2,9,28,3500,0,5,0
4,13,1,45,0,5,3080,5,7,7,2,9,51,0,0,4,0
4,18,1,59,0,1,3080,10,1,6,0,0,46,2500,2,1,1
4,21,1,64,0,5,3080,10,1,5,0,5,36,0,2,1,1
4,21,1,64,0,5,3080,10,1,5,0,5,36,0,2,1,1
4,24,2,39,2,5,3080,8,1,2,2,9,12,2580,0,18,0
4,30,1,41,0,1,3080,10,7,6,0,12,48,0,0,1,1
4,30,1,48,0,6,3080,10,7,4,0,6,30,0,0,1,1
1,9,1,41,0,1,3080,5,3,4,2,0,34,0,0,4,0
1,9,1,57,0,2,3080,6,7,5,3,14,38,0,0,7,1
1,9,2,45,0,5,3080,1,4,6,3,16,40,0,0,12,1
1,15,1,47,0,5,3080,6,7,5,2,16,35,0,0,6,1
1,15,1,47,0,5,3080,6,7,5,2,16,35,0,0,6,1
1,14,1,69,0,5,3080,5,4,6,3,6,46,12900,0,5,1
1,14,1,71,0,1,3080,5,3,7,3,12,50,6450,0,19,0
1,14,1,63,0,5,3080,3,7,6,3,17,45,0,0,5,1
1,19,1,54,0,5,3080,1,7,6,3,17,40,0,0,16,1
1,19,1,43,0,5,3080,5,2,6,3,12,48,4300,0,18,0
1,21,1,56,0,5,3080,6,7,7,4,18,50,0,0,7,1
2,10,1,50,0,5,3080,5,4,6,2,6,48,10750,0,4,0
1,25,1,29,0,5,3080,5,4,6,2,12,45,12900,0,4,0
1,25,1,63,0,1,3080,10,3,6,0,1,48,8000,0,1,1
4,29,2,48,3,5,3080,6,1,3,2,9,24,1500,0,7,0
2,29,2,45,3,5,3080,5,1,6,3,12,45,2150,2,18,0
1,3,2,45,2,5,3080,3,7,7,3,12,56,0,0,7,1
1,8,1,25,0,1,3080,6,2,8,3,6,60,0,3,7,0
1,8,1,25,0,1,3080,6,2,8,3,6,60,0,3,7,0
1,17,1,65,0,1,3080,5,7,8,2,6,60,0,0,5,0
1,30,1,98,0,5,3080,6,7,8,4,6,72,0,0,6,1
1,30,1,48,0,5,3080,5,7,7,3,9,50,0,0,19,1
2,14,1,38,0,5,3080,5,3,6,3,7,46,0,0,4,0
2,20,1,51,0,5,3080,5,4,6,2,9,46,10750,0,19,1
2,2,2,36,4,5,5302,6,2,8,2,9,84,6450,3,7,1
2,7,1,60,0,3,3080,5,4,4,3,9,30,15000,0,4,1
2,19,1,33,0,5,3080,7,5,6,2,9,40,30100,0,8,0
2,28,1,40,0,1,5302,1,5,7,3,6,56,43000,0,4,0
3,7,1,47,0,5,3080,10,1,6,0,5,46,833,2,1,1
3,13,1,66,0,5,3080,10,7,7,0,13,54,0,0,1,1
3,14,2,63,4,5,3080,8,2,7,3,2,50,5160,3,18,0
3,30,1,33,0,1,3080,1,7,9,2,16,0,0,0,19,1
3,11,1,48,0,5,3080,6,3,6,3,9,42,8600,0,7,1
3,21,2,59,1,5,3080,5,3,8,3,0,77,0,0,5,0
3,21,2,59,1,5,3080,5,3,8,3,0,77,0,0,5,0
3,22,1,49,0,5,3080,6,2,5,3,9,36,5160,0,7,1
4,7,1,79,0,1,3080,10,6,4,0,0,30,0,0,1,1
4,12,1,52,0,5,3080,5,2,6,2,9,48,5590,0,4,0
4,12,1,52,0,5,3080,5,2,6,2,9,48,5590,0,4,0
4,13,1,27,0,1,3080,5,2,6,3,16,42,4300,0,18,1
4,14,1,68,0,5,3080,10,2,6,0,2,42,4167,0,1,1
4,16,2,53,4,4,3080,8,3,2,3,6,5,6450,0,18,0
4,20,1,52,0,5,3080,5,2,7,2,9,55,5590,3,4,0
4,26,1,35,0,5,3080,5,3,6,2,9,40,6450,0,4,0
4,27,1,37,0,2,3080,5,4,8,3,6,60,12900,0,19,0
4,28,1,59,0,4,3080,5,2,3,2,6,24,3870,0,4,0
4,28,1,59,0,4,3080,5,2,3,2,6,24,3870,0,4,0
4,32,1,76,0,5,3080,10,3,8,0,2,70,8333,0,1,1
1,15,1,60,0,5,3080,6,3,7,4,17,54,0,0,6,1
1,15,1,23,0,6,3080,6,3,7,4,17,54,6450,0,6,1
1,15,1,23,0,6,3080,6,3,7,4,17,54,6450,0,6,1
1,14,1,38,0,5,3080,5,3,6,2,6,42,8600,0,5,0
1,5,1,59,0,5,3080,5,4,6,2,17,46,0,0,4,0
1,31,1,43,0,5,3080,1,5,7,2,12,51,0,0,4,0
1,16,2,45,3,5,3080,1,5,7,3,17,50,21500,0,12,1
2,5,1,71,0,5,3080,1,7,8,3,20,60,0,0,16,1
1,8,1,65,0,2,5302,6,5,8,3,6,98,30100,0,7,1
1,26,1,39,0,6,3080,3,7,6,5,17,40,0,0,12,1
1,26,2,48,3,4,3080,6,4,1,2,9,0,15000,0,5,1
2,20,2,50,3,5,3080,8,4,8,3,9,60,10000,0,18,0
1,22,1,41,0,1,3080,1,7,7,3,16,49,0,0,12,1
3,22,2,39,3,5,3080,8,3,3,2,9,18,7740,0,18,0
2,30,1,52,0,5,3080,6,2,7,3,6,56,0,3,7,1
2,26,2,41,3,1,5302,6,1,2,2,9,9,1200,0,7,0
2,7,1,43,0,1,3080,5,3,7,2,6,51,6450,0,4,0
2,7,2,60,4,5,3080,6,3,8,3,6,70,7740,0,7,1
2,14,1,49,0,5,3080,5,2,7,3,9,56,0,3,5,1
3,14,1,59,0,5,3080,10,2,9,0,6,0,3440,0,1,1
3,14,1,59,0,5,3080,10,2,9,0,6,0,3440,0,1,1
3,16,1,27,0,6,3080,5,3,7,2,9,54,8600,0,4,0
4,7,1,67,0,5,3080,10,7,6,0,2,48,0,0,1,1
4,11,1,47,0,5,3080,5,1,4,3,6,32,2580,0,5,0
4,16,1,75,0,5,3080,10,1,5,0,0,36,2500,2,1,1
4,18,1,43,0,1,3080,5,3,3,2,9,24,9030,1,4,0
4,25,1,35,0,5,3080,5,2,6,3,12,45,5375,0,5,1
4,27,1,59,0,5,3080,5,2,8,3,0,57,4300,3,5,0
4,30,1,38,0,5,3080,1,2,6,3,16,48,4300,0,19,0
4,32,1,26,0,1,3080,5,3,7,2,12,50,6450,0,4,0
1,9,1,48,0,5,3080,5,3,8,2,11,60,8600,0,4,0
1,15,2,83,15,4,3080,8,1,5,3,12,36,0,2,18,0
1,15,1,47,0,5,3080,6,1,8,2,5,70,0,2,7,0
1,15,1,48,0,5,3080,3,2,7,3,12,54,4000,3,5,1
1,15,1,36,0,5,3080,5,3,7,2,16,50,8000,0,4,0
1,15,1,57,0,1,3080,5,3,2,2,5,8,6450,0,19,0
1,14,2,50,4,4,3080,8,3,3,2,12,24,7740,0,18,0
1,19,1,31,0,6,3080,5,4,7,3,9,56,15050,0,19,0
1,19,1,75,0,5,3080,6,7,6,3,99,48,0,0,7,1
1,19,1,75,0,5,3080,6,7,6,3,99,48,0,0,7,1
1,19,1,44,0,1,3080,6,4,6,2,6,42,12900,0,7,0
1,10,1,44,0,1,3080,3,5,7,3,9,50,21500,0,5,1
1,24,1,32,0,1,3080,6,5,7,3,9,56,68800,0,7,1
3,30,1,61,0,5,3080,5,7,4,2,9,30,0,0,5,0
1,16,1,61,0,5,3080,1,5,8,3,17,60,34400,0,12,1
2,15,1,27,0,1,3080,6,2,8,3,17,60,0,3,7,1
1,25,1,36,0,5,3080,5,4,6,3,9,46,15050,0,19,1
1,26,1,47,0,5,3080,5,5,6,3,17,48,38700,0,5,1
1,26,1,69,0,5,3080,1,5,6,3,17,40,20000,0,16,1
1,18,2,35,1,1,3080,6,1,8,3,9,65,1720,2,7,1
1,4,1,57,0,5,3080,1,3,6,3,17,48,0,0,12,1
1,2,1,37,0,5,5302,5,3,8,2,9,58,10750,0,5,0
1,7,1,41,0,2,3080,5,2,7,2,6,53,6000,3,4,0
1,11,1,25,0,1,3080,7,3,8,3,14,98,8600,0,8,1
1,14,2,40,1,6,3080,5,4,8,2,15,60,10000,0,5,0
1,25,1,40,0,5,3080,7,4,8,2,12,84,12000,0,8,0
1,30,1,31,0,5,3080,1,4,6,3,16,44,10750,0,12,1
1,30,1,31,0,5,3080,1,4,6,3,16,44,10750,0,12,1
2,16,2,35,3,5,3080,6,3,8,3,6,84,8600,0,7,0
2,30,1,49,0,6,3080,10,4,8,0,0,60,10320,0,1,1
2,31,1,38,0,6,3080,5,4,6,2,9,48,12900,0,4,0
3,22,1,33,0,5,3080,1,3,6,3,18,45,8000,0,12,1
3,30,1,44,0,5,3080,5,2,6,2,9,48,4644,0,4,0
3,14,1,52,0,5,3080,6,3,6,2,9,48,0,0,7,0
3,27,1,44,0,2,3080,5,2,8,3,6,57,5160,3,5,0
4,13,1,68,0,5,3080,10,1,6,0,0,48,250,2,1,1
4,15,1,27,0,5,3080,10,7,6,0,6,48,0,0,1,1
4,16,1,40,0,6,3080,10,2,6,0,6,42,3333,0,1,1
4,20,1,36,0,6,3080,10,2,8,0,9,70,6000,3,1,1
4,21,1,23,0,1,3080,5,3,6,3,12,48,8600,0,5,0
4,21,1,47,0,5,3080,6,4,7,3,9,54,0,0,6,1
4,24,2,68,2,2,3080,3,7,2,0,4,6,0,0,1,1
4,24,1,72,0,5,3080,10,2,7,0,3,56,5000,3,1,1
4,27,1,81,0,5,3080,10,7,3,0,6,24,0,0,1,1
4,30,1,48,0,5,3080,10,1,7,0,9,54,1667,2,1,1
4,30,1,54,0,5,3080,5,2,7,2,9,56,5160,3,4,0
1,9,1,71,0,5,3080,6,4,6,3,2,44,0,0,7,1
1,9,2,49,2,3,3080,1,3,5,2,16,35,7000,0,12,1
1,9,1,56,0,5,3080,5,5,6,2,12,45,21500,0,14,0
1,9,1,50,0,5,3080,7,4,7,2,12,50,15000,0,8,0
1,9,1,46,0,5,3080,5,3,5,2,9,36,8600,0,4,0
1,9,2,49,2,5,3080,5,2,8,3,9,70,5160,3,5,1
1,9,1,57,0,5,3080,6,3,5,2,12,36,8600,0,7,0
1,9,1,57,0,5,3080,6,3,5,2,12,36,8600,0,7,0
1,15,1,48,0,5,3080,5,3,7,3,8,50,0,0,19,0
1,15,1,48,0,5,3080,5,3,7,3,8,50,0,0,19,0
1,15,1,48,0,5,3080,5,3,7,3,8,50,0,0,19,0
1,15,1,55,0,5,3080,6,5,8,5,16,57,0,0,7,1
1,14,1,37,0,6,3080,6,7,7,3,9,54,0,0,6,1
1,14,1,63,0,5,3080,6,3,6,3,5,48,0,0,7,1
1,21,1,40,0,6,3080,8,4,8,3,17,58,0,0,19,1
1,8,1,79,0,5,3080,10,4,5,0,2,36,0,0,1,1
1,1,1,59,0,5,3080,5,4,7,2,3,55,12900,0,4,0
1,8,2,45,4,5,5302,8,2,5,3,12,35,0,0,19,1
1,2,1,47,0,5,5302,7,2,3,2,9,16,0,0,8,0
1,26,1,42,0,5,3080,1,7,6,3,17,45,0,0,12,1
1,10,1,44,0,6,3080,3,3,6,3,17,48,8600,0,19,1
1,17,1,48,0,2,3080,1,4,6,3,16,40,0,0,12,1
1,2,1,64,0,5,5302,5,5,5,5,16,35,0,0,2,1
1,28,1,71,0,5,5302,3,7,2,5,17,6,0,0,8,1
1,8,1,46,0,5,3080,5,4,7,2,9,50,15050,0,4,0
1,13,1,47,0,2,3080,6,7,8,3,9,84,0,0,5,1
2,7,1,59,0,5,3080,5,2,7,3,6,51,5160,3,19,1
2,7,1,59,0,5,3080,5,2,7,3,6,51,5160,3,19,1
2,16,1,54,0,5,3080,5,3,1,2,12,0,7000,0,4,0
2,16,1,54,0,5,3080,5,3,1,2,12,0,7000,0,4,0
2,21,1,41,0,5,3080,6,3,6,3,12,40,0,0,6,1
2,10,1,26,0,1,3080,5,3,1,3,9,0,7740,0,5,1
2,15,1,54,0,5,3080,5,3,8,2,9,60,0,0,4,0
2,15,1,54,0,5,3080,5,3,8,2,9,60,0,0,4,0
2,26,2,59,3,4,3080,3,7,1,3,9,0,0,0,7,1
2,30,2,60,2,5,3080,8,7,5,3,17,36,0,0,11,1
3,6,2,33,5,5,3080,8,1,2,4,9,2,1290,0,11,0
3,27,1,44,0,5,3080,5,4,7,2,9,56,10320,0,5,0
3,12,2,24,0,1,3080,8,2,7,3,12,56,0,3,18,1
3,24,1,48,0,5,3080,1,5,8,4,17,84,2.00E+05,0,16,1
4,1,2,38,3,1,3080,6,1,8,3,14,72,0,2,7,1
4,3,1,43,0,1,3080,10,2,1,0,12,0,4000,0,1,1
4,7,1,48,0,5,3080,5,1,6,3,9,48,3010,2,19,0
4,7,1,50,0,5,3080,10,1,5,2,6,36,2167,2,5,1
4,7,1,74,0,5,3080,10,1,6,0,0,42,1250,2,1,1
4,7,1,74,0,5,3080,10,1,6,0,0,42,1250,2,1,1
4,11,1,64,0,5,3080,10,2,5,0,3,36,6000,0,1,1
4,14,2,46,0,6,3080,1,7,7,3,17,50,0,0,12,1
4,24,1,41,0,1,3080,6,3,6,3,9,48,0,0,6,1
4,24,1,76,0,5,3080,10,7,6,0,6,42,0,0,1,1
4,25,1,44,0,1,3080,5,5,8,3,9,84,21000,0,5,1
4,25,1,26,0,6,3080,6,3,8,3,12,63,8600,0,7,0
1,9,1,30,0,1,3080,3,7,8,0,12,60,0,0,5,1
1,9,2,58,4,5,3080,5,2,5,2,9,35,4300,0,18,0
1,9,1,71,0,1,3080,5,5,6,2,17,48,25006,0,4,1
1,9,1,58,0,5,3080,5,7,7,2,12,50,0,0,5,0
2,15,1,33,0,1,3080,6,2,8,3,12,60,0,3,7,1
1,15,1,42,0,5,3080,6,4,6,3,8,45,0,0,6,1
1,14,2,43,7,5,3080,6,4,3,3,11,24,0,0,7,1
1,14,1,28,0,5,3080,6,4,9,2,14,0,0,0,7,0
1,19,1,37,0,5,3080,5,7,6,2,1,45,0,0,4,0
1,19,1,50,0,5,3080,5,5,8,2,12,60,21500,0,4,0
2,19,1,35,0,5,3080,3,4,5,3,17,36,0,0,4,1
2,21,1,53,0,1,3080,5,3,6,2,9,45,8600,0,4,0
1,21,1,50,0,5,3080,5,2,7,2,9,55,0,3,4,0
1,10,1,56,0,1,3080,5,4,3,2,12,16,12900,1,4,0
1,28,2,53,2,5,3080,6,3,5,2,12,36,6450,0,18,0
1,2,1,52,0,4,5302,1,7,7,3,13,50,0,0,17,1
1,25,1,25,0,6,3080,6,7,4,3,16,30,0,0,7,1
1,22,1,75,0,4,3080,8,4,4,3,14,30,0,0,11,1
1,23,1,41,0,5,3080,5,2,8,2,9,60,0,3,4,0
1,2,1,32,0,1,5302,1,4,6,4,16,40,20000,0,12,1
1,6,1,26,0,3,3080,5,3,7,2,9,51,0,0,5,0
2,28,1,69,0,6,3080,3,5,6,4,17,44,40000,0,12,1
2,14,1,64,0,5,3080,10,3,7,0,17,54,8600,0,1,1
2,17,1,53,0,1,3080,10,7,2,0,9,12,0,0,1,1
2,30,1,81,0,4,3080,5,1,7,3,3,56,1505,2,5,0
3,14,1,43,0,6,3080,3,4,6,4,9,40,0,0,18,1
3,20,2,77,10,4,3080,10,6,3,0,0,24,0,0,1,1
3,21,2,50,6,4,3080,10,6,5,0,0,36,0,0,1,1
3,31,1,58,0,5,3080,8,2,7,4,9,54,5160,3,18,0
3,6,2,45,3,5,3080,6,7,6,3,6,42,0,0,7,1
3,15,1,61,0,5,3080,6,2,6,3,17,45,0,0,6,1
3,21,1,46,0,5,3080,10,2,7,0,7,51,4000,3,1,1
3,25,1,52,0,5,3080,10,3,8,0,6,70,9000,0,1,1
4,3,1,41,0,5,3080,10,1,1,0,6,0,0,0,1,1
4,7,1,39,0,1,3080,5,2,8,3,6,84,4300,3,5,0
4,10,1,43,0,5,3080,5,2,1,2,9,0,5160,0,4,0
4,12,1,63,0,5,3080,10,1,6,0,9,48,600,2,1,1
4,13,1,38,0,5,3080,8,3,3,2,12,24,6450,0,18,0
4,16,1,44,0,5,3080,5,4,8,3,12,98,12900,0,7,0
4,17,1,43,0,6,3080,5,3,4,2,12,32,8600,0,4,0
4,30,1,23,0,6,3080,10,5,6,0,9,48,25800,0,1,1
4,30,1,38,0,5,3080,10,7,6,0,16,46,0,0,1,1
1,15,1,71,0,5,3080,8,2,2,2,9,9,4300,0,18,0
1,15,1,49,0,5,3080,5,3,6,2,9,45,6880,0,4,0
1,14,1,33,0,6,3080,1,5,6,4,16,45,20000,0,4,1
1,14,1,43,0,6,3080,6,3,9,3,9,0,0,0,7,1
2,21,1,56,0,5,3080,1,3,6,3,17,42,0,0,12,1
1,21,2,58,3,6,3080,6,1,3,2,9,22,2580,0,18,0
2,28,2,55,2,5,3080,3,5,6,3,5,48,30000,0,18,1
1,12,2,75,3,5,3080,3,4,4,4,9,28,10000,0,18,1
1,27,1,36,0,1,3080,5,1,3,2,9,24,3010,0,4,0
1,8,1,46,0,5,5302,5,1,2,2,12,6,0,0,18,0
1,2,1,57,0,5,5302,1,7,7,3,17,50,0,0,12,1
1,25,2,54,3,5,3080,6,3,7,3,17,51,6450,0,7,1
1,25,1,37,0,5,3080,5,4,5,4,9,35,12900,0,18,0
1,26,1,43,0,5,3080,1,5,6,4,16,48,30000,0,16,1
1,26,1,54,0,5,3080,6,4,7,4,9,55,12900,0,6,1
1,18,1,39,0,5,3080,5,7,7,2,9,56,0,0,4,0
1,6,1,29,0,6,3080,5,4,6,3,12,48,10000,0,5,1
1,26,2,51,4,1,3080,6,7,8,3,10,60,0,0,7,1
2,5,1,47,0,5,3080,5,3,3,2,9,24,6450,0,4,1
2,14,1,33,0,6,3080,5,3,6,3,13,45,0,0,19,1
2,21,1,31,0,6,3080,5,2,6,2,9,45,6020,0,4,0
2,21,1,31,0,6,3080,5,2,6,2,9,45,6020,0,4,0
3,7,1,37,0,5,3080,3,2,8,3,9,70,5000,3,18,0
3,7,1,27,0,1,3080,5,2,5,2,6,35,5160,0,4,0
3,12,1,47,0,5,3080,10,1,2,0,12,12,0,0,1,1
3,13,1,57,0,5,3080,5,3,6,2,6,45,6450,0,4,0
3,15,1,54,0,5,3080,6,2,3,2,1,24,3440,0,5,0
3,16,1,48,0,5,3080,5,7,6,2,6,45,0,0,4,0
4,10,1,55,0,5,3080,10,1,7,0,0,56,1666,2,1,1
4,11,1,46,0,5,3080,5,3,7,2,6,55,0,0,4,0
4,11,1,62,0,5,3080,10,2,7,0,3,50,3333,3,1,1
4,11,1,67,0,5,3080,6,2,8,3,4,84,6000,3,7,1
4,15,1,72,0,2,3080,5,3,6,3,6,48,0,0,5,0
4,16,2,29,3,5,3080,5,3,4,3,11,30,7740,0,5,0
4,18,2,61,7,4,3080,5,1,2,2,9,10,2150,0,18,0
4,26,1,46,0,5,3080,10,5,8,0,9,70,21500,0,1,1
4,26,1,46,0,5,3080,10,5,8,0,9,70,21500,0,1,1
4,27,1,69,0,5,3080,10,2,4,0,3,33,3440,0,1,1
