"ent","sex","eda5c","e_con","niv_ins","t_loc","rama","ing7c","mh_col","eda"
"30",1,2,1,4,4,4,4,6,"30"
"30",1,3,5,3,4,6,7,6,"57"
"30",1,2,6,4,4,6,6,6,"27"
"09",1,2,5,2,1,1,4,5,"40"
"09",1,4,1,2,2,6,7,6,"65"
"15",2,4,6,4,1,4,2,6,"68"
"15",1,3,5,2,1,1,3,5,"58"
"15",2,2,1,3,1,4,5,5,"27"
"15",2,2,1,3,1,4,5,5,"27"
"15",2,2,1,3,1,4,5,5,"27"
"15",1,3,5,3,1,4,3,5,"49"
"15",1,3,5,3,1,4,3,5,"49"
"15",1,3,5,3,1,4,3,5,"49"
"15",1,3,5,3,1,4,3,6,"54"
"15",1,3,5,3,1,4,3,6,"54"
"15",1,3,5,3,1,4,3,6,"54"
"15",1,3,5,3,1,4,3,6,"54"
"14",1,2,6,4,1,1,7,5,"27"
"14",1,4,5,4,1,6,3,6,"70"
"14",1,4,5,4,1,6,3,6,"70"
"19",1,3,5,3,1,1,4,5,"47"
"21",1,3,1,2,2,6,4,6,"56"
"11",2,2,5,3,2,3,1,5,"41"
"05",1,2,5,4,1,4,3,6,"27"
"05",1,3,5,2,1,2,5,6,"62"
"24",1,3,3,4,1,6,7,6,"61"
"31",2,2,5,1,2,4,2,5,"43"
"31",1,2,1,1,1,1,3,5,"42"
"15",1,3,5,4,1,3,7,5,"57"
"15",1,2,1,3,2,3,2,5,"36"
"02",1,3,5,3,1,3,2,6,"59"
"25",1,3,5,2,1,3,7,6,"55"
"26",1,2,1,4,1,4,5,6,"34"
"17",1,2,5,4,1,4,7,6,"38"
"06",1,3,1,1,1,4,3,5,"61"
"06",1,4,5,2,1,6,7,6,"69"
"22",1,3,5,4,1,3,4,6,"46"
"05",1,2,5,4,1,1,4,6,"37"
"05",1,2,5,4,1,1,4,6,"37"
"11",1,3,5,2,1,1,2,5,"47"
"17",2,3,5,3,1,4,3,6,"59"
"21",1,2,1,2,1,1,3,5,"43"
"21",1,2,1,2,1,1,3,5,"43"
"21",1,2,1,2,1,1,3,5,"43"
"23",2,3,1,4,1,1,4,6,"48"
"26",2,2,5,3,1,3,7,6,"40"
"26",2,2,5,3,1,3,7,6,"40"
"28",1,2,3,4,1,4,4,6,"43"
"07",1,2,5,4,2,4,2,6,"39"
"11",1,3,5,3,2,1,4,5,"63"
"11",1,3,5,3,2,1,4,5,"63"
"11",2,3,1,1,2,4,2,5,"47"
"14",2,4,5,1,2,4,1,5,"67"
"14",2,4,5,1,2,4,1,5,"67"
"16",1,3,5,1,2,2,2,5,"62"
"26",2,2,1,3,2,4,2,6,"27"
"01",2,2,1,3,2,4,3,5,"25"
"14",1,2,5,2,2,1,4,5,"39"
"14",1,2,5,4,2,2,4,6,"39"
"03",1,3,5,2,3,1,4,5,"47"
"03",1,3,5,2,3,1,4,5,"47"
"20",1,3,5,1,3,6,1,6,"46"
"21",1,2,5,2,3,6,4,6,"36"
"21",1,3,5,4,3,6,5,6,"46"
"07",1,3,5,4,3,2,3,5,"53"
"07",1,3,5,4,3,2,3,5,"53"
"08",1,3,5,3,3,3,3,5,"46"
"22",2,4,4,2,3,4,3,6,"66"
"22",1,2,5,4,3,3,7,6,"40"
"07",1,4,5,2,4,6,1,6,"76"
"07",1,3,5,1,4,2,1,6,"59"
"07",1,3,5,1,4,2,1,6,"59"
"11",1,2,5,3,4,1,7,5,"37"
"11",1,3,5,3,4,2,4,6,"47"
"11",1,3,5,3,4,2,3,5,"49"
"12",2,1,6,3,4,4,2,5,"18"
"12",1,4,5,3,4,6,6,6,"74"
"12",1,3,1,2,4,6,7,6,"52"
"12",2,2,5,4,4,4,1,5,"32"
"13",1,3,5,4,4,6,2,6,"45"
"14",1,3,5,3,4,3,7,5,"50"
"14",1,3,5,3,4,3,7,5,"50"
"16",1,4,5,1,4,6,2,6,"70"
"16",1,2,1,2,4,6,4,6,"35"
"16",1,3,5,1,4,6,6,6,"64"
"16",1,3,5,1,4,6,6,6,"64"
"21",1,3,5,2,4,6,2,6,"46"
"25",1,2,1,1,4,1,4,5,"41"
"25",1,2,1,1,4,1,4,5,"41"
"26",1,2,3,4,4,6,7,6,"43"
"27",1,4,5,1,4,6,1,6,"69"
"30",1,3,5,1,4,6,7,6,"55"
"32",1,3,5,2,4,6,7,6,"45"
"32",1,3,5,1,4,6,7,6,"63"
"09",1,3,1,4,1,4,3,6,"50"
"09",2,3,1,1,1,3,2,5,"50"
"09",2,2,6,4,1,4,7,6,"29"
"15",1,3,1,4,2,4,2,6,"49"
"15",1,2,1,3,1,1,2,5,"30"
"15",1,3,5,2,1,3,2,6,"54"
"15",1,4,5,4,1,1,5,6,"66"
"14",1,4,5,4,3,3,7,6,"65"
"14",2,3,3,3,1,4,4,6,"57"
"14",2,2,6,4,1,4,7,6,"33"
"14",2,2,6,4,1,4,7,6,"39"
"14",2,2,6,4,1,4,7,6,"39"
"14",2,2,6,4,1,4,7,6,"39"
"14",2,3,4,3,1,4,2,5,"50"
"14",1,2,1,4,1,3,7,6,"33"
"19",1,2,6,4,1,4,7,6,"35"
"19",1,3,5,4,1,3,7,6,"52"
"19",1,3,5,4,1,3,7,6,"52"
"19",1,1,6,3,1,2,4,6,"24"
"19",1,1,6,3,1,2,4,6,"24"
"19",1,2,5,3,1,4,2,5,"26"
"19",1,2,5,4,1,3,2,5,"34"
"21",1,2,5,4,1,2,7,5,"38"
"11",1,3,5,2,1,2,7,5,"45"
"31",2,3,5,4,2,3,3,6,"46"
"08",1,3,5,2,1,2,4,6,"46"
"16",2,2,6,4,1,4,3,6,"27"
"15",1,2,5,3,2,3,3,6,"26"
"08",2,3,4,1,1,3,3,5,"52"
"25",1,3,5,4,1,1,5,5,"60"
"10",1,3,2,4,1,3,4,6,"45"
"18",1,3,5,4,1,1,5,6,"56"
"22",1,2,5,3,1,1,4,5,"41"
"03",2,3,5,3,1,3,5,6,"55"
"23",2,3,5,4,1,4,4,6,"50"
"23",2,3,5,1,1,4,2,5,"61"
"02",2,2,5,3,3,3,1,5,"40"
"11",2,2,5,4,2,4,5,6,"40"
"11",2,2,5,4,2,4,5,6,"40"
"14",1,4,5,3,1,4,7,6,"70"
"14",1,2,5,4,1,2,4,6,"33"
"16",2,3,5,2,3,4,3,5,"46"
"16",2,3,5,2,3,4,3,5,"46"
"22",1,2,1,4,1,4,4,6,"41"
"23",1,2,6,3,1,1,4,5,"33"
"30",1,2,1,2,1,2,1,5,"39"
"30",1,2,1,2,1,2,1,5,"39"
"14",1,2,6,2,2,1,3,5,"26"
"16",1,2,5,2,2,2,4,5,"43"
"19",1,3,3,3,2,6,1,6,"48"
"11",1,2,1,3,2,3,2,6,"33"
"13",1,2,1,3,2,6,1,6,"44"
"13",1,2,1,3,2,4,3,5,"25"
"13",1,2,5,2,2,1,2,5,"29"
"14",1,4,5,2,2,1,3,5,"70"
"14",1,3,5,2,2,1,2,5,"48"
"16",1,4,5,2,2,4,2,5,"73"
"19",1,3,1,1,2,3,4,5,"45"
"25",2,3,5,4,2,4,4,5,"51"
"25",2,3,5,4,2,4,4,5,"51"
"30",1,2,1,3,2,1,3,5,"27"
"31",1,3,1,1,2,6,1,6,"51"
"04",1,3,5,4,3,4,2,6,"63"
"14",1,3,1,3,3,6,2,6,"47"
"17",1,3,5,3,3,2,7,5,"58"
"20",1,2,1,3,3,1,3,5,"30"
"21",2,3,5,2,3,3,4,6,"60"
"32",1,3,5,2,3,4,7,6,"45"
"05",2,2,4,3,3,4,3,5,"26"
"14",1,2,5,2,3,1,4,5,"34"
"21",1,4,1,2,3,3,3,5,"77"
"27",1,3,5,4,3,4,2,5,"48"
"27",1,3,5,2,3,6,1,6,"55"
"30",1,2,6,4,3,4,4,6,"31"
"30",1,2,6,4,3,4,4,6,"31"
"06",1,3,1,2,4,1,3,5,"48"
"07",1,2,5,3,4,6,1,6,"29"
"07",1,2,1,3,4,6,1,6,"39"
"10",2,1,1,4,4,4,1,5,"23"
"14",1,4,5,4,4,6,7,6,"71"
"16",2,2,5,3,4,4,2,5,"39"
"16",1,2,5,2,4,6,6,6,"37"
"20",2,4,5,1,4,2,1,5,"69"
"22",1,2,5,2,4,2,7,5,"36"
"30",1,2,1,2,4,6,1,6,"33"
"09",2,3,5,3,1,3,1,5,"49"
"09",1,3,3,4,1,3,7,6,"48"
"09",2,3,5,4,1,4,5,6,"55"
"09",1,3,5,3,1,2,2,5,"60"
"09",1,3,5,3,1,2,2,5,"60"
"09",1,2,1,2,1,4,4,5,"42"
"09",1,2,5,4,1,3,7,5,"37"
"15",2,2,6,2,1,4,3,5,"35"
"15",2,3,6,3,1,2,1,6,"45"
"15",1,2,5,3,1,2,3,6,"41"
"15",1,3,5,2,1,3,3,6,"49"
"15",1,2,6,4,1,4,5,5,"34"
"14",1,3,5,3,1,1,5,5,"47"
"14",1,3,5,3,1,4,4,6,"47"
"14",1,3,5,3,1,4,4,6,"47"
"14",2,3,5,4,1,1,4,6,"58"
"21",2,2,6,4,1,4,7,6,"41"
"05",1,2,2,3,2,4,2,6,"33"
"05",1,2,1,1,1,1,3,5,"38"
"24",1,2,5,4,1,3,4,6,"41"
"31",1,1,1,3,2,4,3,5,"24"
"08",1,2,6,4,1,4,7,6,"35"
"30",2,1,6,4,1,2,4,6,"24"
"30",2,3,4,1,1,4,2,6,"54"
"15",1,3,4,4,1,4,4,6,"46"
"07",1,3,5,2,1,4,4,6,"58"
"08",1,2,3,4,1,4,5,6,"36"
"08",1,2,5,3,1,1,2,5,"43"
"26",1,3,5,2,1,1,4,5,"48"
"26",1,3,5,3,1,3,5,5,"47"
"22",1,3,5,4,1,1,7,6,"57"
"22",1,3,5,4,2,4,7,6,"45"
"22",1,3,6,4,1,4,7,6,"63"
"29",1,3,5,4,2,4,2,5,"52"
"29",1,3,5,3,3,3,4,5,"54"
"29",1,2,5,3,2,3,2,5,"43"
"03",1,3,1,4,1,3,4,6,"52"
"23",1,3,1,3,1,4,3,6,"60"
"07",1,3,3,4,1,6,7,6,"52"
"08",1,3,5,2,1,2,2,6,"50"
"12",1,4,5,4,1,1,5,6,"79"
"21",1,3,5,3,1,2,2,5,"47"
"23",1,3,1,5,1,4,2,6,"45"
"26",1,3,1,3,1,4,7,5,"55"
"26",1,2,5,3,1,1,2,5,"44"
"26",1,3,5,2,1,1,7,6,"64"
"11",1,3,5,4,2,4,2,5,"48"
"20",1,2,6,4,2,4,2,5,"43"
"21",1,1,1,3,2,1,3,5,"18"
"21",1,1,1,3,2,1,3,5,"18"
"30",2,3,6,4,2,4,4,6,"62"
"01",1,3,2,4,2,4,2,5,"53"
"02",2,2,5,4,2,3,2,6,"25"
"07",1,4,5,2,2,3,5,6,"86"
"07",1,2,5,4,2,3,3,6,"28"
"11",1,2,5,3,2,1,1,5,"44"
"24",1,3,4,3,2,3,1,6,"47"
"18",1,3,5,1,3,6,1,6,"54"
"19",1,2,5,3,3,1,1,6,"36"
"21",1,2,1,2,3,1,3,5,"29"
"31",2,3,5,2,3,4,2,5,"48"
"12",1,3,5,3,3,6,1,6,"58"
"14",2,3,5,4,3,3,3,6,"64"
"15",1,4,5,1,3,4,3,6,"76"
"21",1,3,1,2,3,4,4,5,"58"
"21",1,3,1,2,3,4,4,5,"58"
"21",1,3,1,2,3,1,3,5,"46"
"21",1,3,1,2,3,1,3,5,"46"
"27",1,3,1,3,3,1,7,5,"53"
"04",2,2,1,3,4,4,2,5,"37"
"05",1,2,5,3,4,4,4,6,"41"
"07",1,3,5,2,4,6,5,6,"46"
"12",1,2,5,3,4,4,2,5,"31"
"12",1,2,5,3,4,4,2,5,"31"
"13",1,2,1,2,4,4,4,5,"43"
"13",1,3,5,3,4,1,7,5,"45"
"14",1,3,5,2,4,2,4,6,"51"
"16",1,2,1,3,4,6,7,6,"33"
"16",1,3,5,4,4,4,4,6,"59"
"21",1,3,5,1,4,6,1,6,"64"
"21",1,3,1,1,4,6,4,6,"60"
"22",1,2,5,3,4,1,3,6,"41"
"22",1,3,5,4,4,1,4,6,"59"
"23",1,4,5,1,4,6,2,6,"69"
"26",2,3,4,2,4,2,2,5,"64"
"30",1,2,6,3,4,4,4,5,"36"
"30",1,3,6,2,4,6,7,6,"48"
"31",1,3,5,1,4,6,3,6,"59"
"09",1,2,1,4,1,2,3,6,"37"
"09",1,2,1,1,1,1,3,5,"41"
"09",2,2,1,2,1,4,1,5,"32"
"09",1,3,1,4,1,4,7,6,"62"
"09",1,3,4,1,1,4,3,5,"59"
"09",2,3,5,4,1,4,4,6,"45"
"09",1,3,5,4,1,4,7,6,"46"
"15",1,3,6,4,1,2,3,6,"48"
"15",1,3,5,4,1,3,7,6,"47"
"15",1,1,6,4,2,4,3,5,"20"
"15",1,2,5,3,1,4,7,5,"36"
"19",2,2,3,3,2,4,7,6,"34"
"19",2,3,5,3,1,3,4,6,"58"
"19",2,3,5,3,1,3,4,6,"58"
"19",1,3,1,4,1,4,4,5,"60"
"21",1,2,1,3,1,1,3,5,"28"
"11",1,1,6,3,1,2,3,5,"18"
"11",1,3,3,4,1,1,7,5,"58"
"24",2,3,1,2,1,4,2,6,"64"
"31",1,3,6,4,1,4,5,6,"55"
"31",1,3,5,4,1,1,4,5,"47"
"08",1,2,5,4,1,4,3,5,"42"
"01",1,3,5,4,1,1,3,6,"56"
"01",1,2,5,4,1,4,4,5,"41"
"16",1,3,5,4,1,2,2,6,"45"
"27",2,4,5,3,1,4,5,6,"69"
"02",1,3,5,4,1,3,2,5,"55"
"25",1,2,5,4,1,1,4,5,"29"
"10",1,3,1,4,1,1,4,5,"46"
"20",2,2,5,4,2,4,3,5,"37"
"22",1,2,5,4,2,3,4,6,"42"
"29",2,3,5,3,4,3,1,5,"48"
"23",1,3,1,4,1,4,4,6,"52"
"13",2,2,5,4,1,4,4,5,"33"
"02",2,2,5,4,1,3,1,6,"44"
"02",1,2,6,4,1,4,3,6,"31"
"13",1,4,5,2,2,3,3,6,"70"
"13",1,4,5,2,2,3,3,6,"70"
"13",1,4,5,2,2,3,3,6,"70"
"13",1,4,5,2,2,3,3,6,"70"
"23",1,3,5,4,1,4,5,6,"61"
"25",1,3,5,4,1,2,5,6,"57"
"25",1,3,5,3,1,4,5,5,"45"
"28",1,3,5,4,1,4,5,6,"64"
"30",1,3,5,3,1,4,7,6,"48"
"30",1,3,5,3,1,4,7,6,"48"
"30",1,3,5,3,1,4,7,6,"48"
"25",1,3,5,4,2,1,4,5,"46"
"16",1,3,5,2,2,6,2,6,"45"
"16",1,3,5,2,2,6,2,6,"45"
"16",1,3,5,1,2,1,3,5,"59"
"16",1,3,5,1,2,1,3,5,"59"
"18",1,3,1,3,2,2,4,5,"56"
"28",1,2,1,2,2,1,5,5,"40"
"30",2,3,6,1,2,4,2,6,"49"
"14",1,3,5,2,3,1,3,5,"61"
"14",1,3,5,2,3,1,3,5,"61"
"14",2,3,5,1,3,4,2,5,"63"
"14",2,3,1,4,3,4,4,6,"49"
"14",2,3,6,4,3,3,2,5,"47"
"16",1,2,1,3,3,3,3,5,"26"
"19",1,3,1,2,3,4,1,6,"62"
"21",2,2,6,2,3,4,2,5,"28"
"27",2,1,1,2,3,4,2,5,"21"
"27",1,3,5,3,3,2,1,5,"54"
"30",1,2,1,4,3,4,7,6,"33"
"02",1,3,5,1,3,2,2,5,"55"
"05",1,3,5,3,3,3,5,6,"49"
"03",1,3,5,2,4,6,1,6,"56"
"10",2,2,5,2,4,4,3,5,"43"
"12",1,2,5,4,4,2,1,6,"42"
"13",1,2,1,4,4,4,2,6,"27"
"16",2,3,4,2,4,4,3,5,"53"
"17",1,3,1,2,4,1,3,5,"49"
"20",1,4,5,1,4,6,6,6,"76"
"25",1,3,6,4,4,4,4,5,"53"
"28",1,3,4,2,4,1,2,5,"59"
"30",1,3,5,2,4,6,7,6,"47"
"30",1,3,5,2,4,6,7,6,"47"
"09",2,2,5,3,1,3,3,5,"36"
"09",1,2,6,4,1,3,3,5,"30"
"09",2,2,3,4,1,4,2,6,"29"
"15",1,3,5,4,1,3,3,6,"60"
"15",1,3,5,4,1,3,3,6,"60"
"15",1,3,5,4,1,3,3,6,"60"
"15",1,1,6,4,1,3,3,6,"23"
"15",2,2,5,4,1,3,1,6,"38"
"14",1,2,5,2,1,2,3,5,"38"
"14",1,2,5,3,1,4,7,5,"38"
"19",1,3,5,3,1,3,4,6,"50"
"19",1,2,6,4,1,4,3,5,"33"
"19",1,2,6,4,1,4,3,5,"33"
"19",1,3,5,4,1,2,4,5,"61"
"21",1,4,4,2,1,4,3,5,"72"
"11",2,3,5,4,1,4,5,6,"45"
"10",1,3,5,3,2,3,4,6,"45"
"24",1,2,5,1,1,1,3,5,"43"
"08",1,3,5,4,1,4,3,6,"55"
"28",1,3,5,2,1,2,7,6,"62"
"12",1,3,5,3,1,1,3,5,"60"
"01",1,2,5,4,1,3,4,6,"36"
"16",2,3,2,4,1,3,7,6,"62"
"08",1,3,1,1,1,3,7,5,"52"
"08",1,4,2,2,1,3,5,6,"65"
"08",1,3,5,3,1,4,3,6,"50"
"02",1,4,5,4,1,3,7,6,"65"
"25",2,2,1,4,1,4,5,6,"34"
"26",2,3,4,3,1,2,4,6,"48"
"17",1,3,1,2,1,1,4,5,"51"
"29",2,3,5,2,2,2,2,5,"51"
"02",2,3,1,4,1,7,7,6,"60"
"28",1,3,5,2,1,1,2,5,"62"
"05",1,4,5,4,1,4,4,6,"77"
"11",1,3,5,4,2,4,7,6,"45"
"12",2,2,5,2,1,4,2,5,"40"
"17",1,2,5,3,1,1,3,5,"34"
"24",1,3,1,3,1,1,2,5,"64"
"25",1,3,5,4,1,3,7,6,"60"
"25",1,3,5,4,1,3,7,6,"60"
"30",1,3,5,2,2,3,2,6,"52"
"30",1,2,5,3,1,1,7,5,"44"
"21",2,3,5,3,2,3,3,6,"55"
"07",2,2,5,2,2,4,1,6,"40"
"07",1,4,1,2,2,6,1,6,"74"
"14",1,3,5,3,2,2,2,6,"49"
"15",1,2,5,4,2,6,2,6,"42"
"15",1,2,5,4,2,6,2,6,"42"
"30",1,2,5,3,2,1,3,5,"32"
"14",1,3,5,3,3,1,7,6,"52"
"14",1,3,5,3,3,1,7,6,"52"
"14",2,2,3,4,3,3,3,6,"41"
"18",1,2,5,4,3,4,4,6,"39"
"27",1,2,2,4,3,4,4,6,"39"
"32",1,3,5,3,3,1,7,5,"45"
"16",2,2,5,3,3,4,1,5,"34"
"18",1,3,5,3,3,4,4,5,"47"
"03",1,3,5,1,4,2,3,6,"55"
"07",1,4,5,1,4,6,7,6,"67"
"12",1,2,5,4,4,6,1,6,"34"
"12",1,2,5,4,4,6,1,6,"34"
"15",2,2,5,2,4,2,2,5,"36"
"16",1,4,1,4,4,6,3,6,"80"
"16",1,4,1,4,4,6,3,6,"80"
"20",1,2,1,4,4,3,2,6,"29"
"25",1,2,5,4,4,2,2,6,"35"
"25",2,3,5,2,4,2,2,5,"45"
"27",2,3,1,1,4,2,1,5,"51"
"30",2,3,4,2,4,3,1,5,"55"
"30",1,4,1,1,4,6,4,6,"81"
"30",2,3,2,1,4,6,1,6,"53"
"09",2,4,5,4,1,2,7,6,"69"
"09",1,3,6,4,1,2,3,6,"54"
"09",1,2,5,4,1,3,4,6,"37"
"09",1,2,1,4,1,4,7,6,"43"
"09",1,3,1,1,1,2,5,5,"55"
"09",1,3,5,4,1,4,7,6,"63"
"15",2,4,2,3,2,4,5,6,"67"
"15",2,4,4,4,1,4,1,5,"83"
"15",1,4,5,2,1,2,2,5,"67"
"15",1,2,6,3,1,4,7,6,"32"
"15",1,3,5,4,1,2,2,6,"48"
"15",1,2,5,4,1,1,3,5,"36"
"15",2,3,5,4,1,3,3,6,"58"
"15",2,3,5,4,1,3,3,6,"58"
"15",1,2,5,4,2,2,4,6,"36"
"14",1,3,1,3,1,2,3,5,"45"
"14",1,2,5,4,1,2,3,6,"39"
"14",1,2,5,4,1,2,3,6,"39"
"14",1,2,5,3,1,4,3,6,"43"
"19",1,2,1,2,1,3,4,5,"44"
"11",1,3,5,4,1,4,1,5,"46"
"05",2,2,5,4,1,3,7,6,"40"
"24",1,3,5,4,1,4,1,5,"62"
"24",2,2,5,4,1,4,4,6,"40"
"08",1,3,5,4,1,1,5,6,"55"
"08",1,2,5,4,1,4,5,6,"36"
"28",1,4,5,2,1,4,3,5,"66"
"30",1,3,5,1,1,4,4,5,"53"
"01",1,2,1,2,1,4,7,5,"44"
"01",1,3,5,4,1,3,7,6,"53"
"16",2,3,3,4,1,3,7,6,"51"
"16",1,2,5,4,3,2,7,6,"40"
"15",1,2,1,4,2,3,2,6,"27"
"07",1,3,5,4,1,1,4,6,"48"
"07",1,2,5,3,1,1,3,5,"36"
"25",1,2,5,4,1,4,5,6,"43"
"25",1,3,5,4,1,1,5,6,"63"
"25",1,2,5,3,1,3,3,5,"31"
"26",1,4,5,4,1,3,7,6,"74"
"26",1,3,1,4,1,3,3,5,"48"
"10",1,3,5,4,1,6,2,6,"56"
"06",1,2,1,4,1,4,2,5,"40"
"06",1,3,5,4,1,4,7,6,"60"
"29",2,3,6,4,2,2,2,6,"48"
"02",1,2,1,3,1,4,2,6,"30"
"02",1,4,5,1,1,3,1,5,"66"
"28",1,2,5,4,1,3,7,6,"30"
"11",1,2,5,2,3,4,3,5,"39"
"11",1,2,1,4,1,4,3,6,"25"
"25",1,2,5,4,1,4,4,5,"40"
"25",2,2,1,4,1,4,5,6,"28"
"26",2,2,1,3,1,4,2,6,"40"
"26",2,2,1,3,1,4,2,6,"40"
"28",1,1,1,4,1,4,1,6,"22"
"28",1,2,6,2,1,1,4,5,"41"
"30",1,2,5,4,1,4,4,6,"31"
"16",2,3,5,3,2,4,2,5,"51"
"16",1,3,5,3,2,6,3,6,"60"
"16",1,2,5,1,2,1,3,5,"43"
"26",1,2,5,3,2,1,4,5,"42"
"07",1,3,1,2,2,1,3,5,"45"
"15",1,2,5,3,2,4,3,5,"39"
"15",1,2,5,3,2,4,3,5,"39"
"18",1,2,5,3,2,1,3,5,"26"
"29",1,4,6,2,2,6,2,6,"70"
"30",1,3,5,4,2,4,3,6,"54"
"30",1,3,1,3,2,3,2,6,"56"
"06",2,2,1,3,3,3,3,6,"32"
"15",1,2,5,4,3,4,7,6,"35"
"15",1,2,5,4,3,4,7,6,"35"
"21",1,1,6,4,3,4,5,5,"20"
"26",1,2,1,4,3,1,5,6,"32"
"31",1,3,6,4,3,3,2,6,"62"
"31",1,3,6,4,3,3,2,6,"62"
"31",1,3,6,4,3,3,2,6,"62"
"07",1,3,5,1,3,6,1,6,"55"
"14",2,3,2,4,3,3,3,6,"53"
"20",1,4,5,3,3,1,2,5,"67"
"04",2,3,5,3,4,4,1,5,"54"
"07",1,3,1,1,4,6,2,6,"48"
"12",1,3,5,3,4,6,1,6,"57"
"13",1,2,5,3,4,6,1,6,"39"
"17",1,3,5,4,4,6,7,6,"55"
"18",1,2,6,3,4,6,2,6,"40"
"20",2,3,5,4,4,4,2,5,"60"
"20",1,2,6,3,4,6,2,6,"36"
"20",1,2,6,3,4,6,2,6,"36"
"24",1,4,5,1,4,6,2,6,"72"
"27",1,3,5,3,4,6,2,6,"56"
"28",1,3,5,2,4,6,2,6,"62"
"30",1,3,5,3,4,6,1,6,"48"
"30",1,3,5,3,4,1,2,5,"54"
"30",1,4,5,1,4,6,1,6,"79"
"30",1,4,5,1,4,6,7,6,"72"
"09",2,3,3,4,1,4,3,6,"49"
"09",1,2,5,4,1,1,4,6,"42"
"09",1,3,5,4,1,4,5,5,"56"
"09",1,3,5,4,1,4,4,5,"50"
"09",1,3,5,4,1,4,4,5,"50"
"09",1,3,5,4,1,4,4,5,"50"
"09",1,2,1,4,1,3,3,5,"44"
"09",1,2,1,4,1,3,3,5,"31"
"09",1,3,5,4,1,3,3,5,"57"
"09",1,3,5,4,1,3,3,5,"57"
"15",1,3,5,2,1,4,3,5,"48"
"15",1,3,5,2,1,4,3,5,"48"
"15",1,3,5,4,1,3,5,6,"55"
"14",1,2,1,4,1,4,3,6,"28"
"14",1,4,5,4,1,4,7,6,"72"
"19",1,3,5,3,1,3,3,6,"56"
"19",1,2,5,4,2,2,3,5,"33"
"21",1,2,6,3,3,6,4,6,"25"
"11",1,3,5,4,1,4,5,6,"50"
"24",1,2,5,4,1,3,4,6,"34"
"12",1,3,5,3,1,2,5,6,"48"
"12",1,3,1,2,1,1,2,5,"54"
"01",1,3,5,3,2,3,4,6,"54"
"01",1,4,5,4,1,4,7,6,"78"
"01",1,3,5,1,1,1,4,5,"59"
"16",1,3,5,4,1,4,4,6,"51"
"15",2,3,5,3,3,4,3,6,"47"
"15",1,2,5,3,2,3,2,5,"42"
"27",1,4,1,4,1,6,5,6,"75"
"02",1,3,5,4,1,4,5,6,"60"
"02",1,3,5,4,1,4,5,6,"60"
"26",1,3,5,4,1,1,7,6,"61"
"10",1,3,2,4,1,1,3,5,"60"
"10",1,2,1,4,1,4,3,6,"30"
"10",2,3,2,2,1,4,1,5,"63"
"32",1,3,5,4,1,6,5,6,"58"
"22",1,3,5,2,2,3,7,6,"61"
"03",1,3,5,4,1,6,7,6,"52"
"02",1,2,6,4,1,3,4,6,"29"
"28",1,4,5,4,1,4,7,6,"71"
"13",1,3,2,3,1,2,7,6,"47"
"25",1,3,5,3,1,4,5,6,"45"
"26",1,3,5,4,1,4,5,6,"60"
"26",1,2,5,4,1,4,3,6,"30"
"07",1,3,5,2,2,4,2,6,"59"
"07",1,3,5,2,2,4,2,6,"59"
"20",1,2,5,4,2,4,2,6,"40"
"25",2,2,5,3,2,4,2,5,"42"
"01",1,3,5,3,2,3,7,6,"50"
"07",1,3,5,1,2,1,3,5,"51"
"07",1,2,5,3,2,1,3,5,"41"
"11",1,3,1,4,2,6,7,6,"51"
"11",1,3,5,3,2,6,7,6,"54"
"13",1,2,5,4,2,2,4,5,"44"
"13",2,3,3,4,2,3,4,6,"49"
"16",1,2,5,4,2,6,7,6,"29"
"26",2,3,4,3,2,3,7,6,"59"
"07",1,2,6,4,3,4,1,5,"31"
"14",1,3,5,2,3,6,2,6,"46"
"15",1,2,5,1,3,3,3,5,"43"
"15",1,1,1,3,3,1,4,5,"24"
"27",1,2,5,3,3,2,4,5,"44"
"30",1,2,5,4,3,3,3,5,"36"
"07",1,3,5,2,4,2,1,6,"50"
"13",2,2,6,3,4,2,1,5,"40"
"14",1,2,5,4,4,2,4,6,"42"
"15",1,3,5,4,4,6,7,6,"60"
"15",1,3,5,4,4,6,7,6,"60"
"15",1,3,5,4,4,6,7,6,"60"
"21",1,3,5,3,4,1,2,5,"45"
"24",1,3,5,2,4,2,5,5,"59"
"24",1,4,5,2,4,6,7,6,"76"
"25",1,2,1,3,4,2,5,6,"44"
"25",1,2,1,1,4,6,3,6,"36"
"30",2,2,6,3,4,4,7,6,"38"
"32",1,4,3,1,4,6,1,6,"75"
"09",1,3,6,2,1,4,7,5,"59"
"09",1,3,6,2,1,4,7,5,"59"
"09",2,3,5,3,1,4,2,5,"58"
"09",1,3,5,4,1,1,2,6,"58"
"09",1,3,6,4,1,3,2,6,"47"
"09",2,2,6,4,1,2,2,5,"26"
"09",2,2,6,4,1,2,2,5,"26"
"09",1,3,5,4,1,2,7,5,"58"
"09",1,3,5,4,1,2,7,5,"58"
"09",2,3,5,4,1,4,4,6,"58"
"09",2,2,6,3,1,4,4,6,"30"
"15",1,3,5,4,1,3,4,5,"58"
"15",1,2,1,4,2,3,2,6,"33"
"15",1,2,6,3,1,1,3,5,"33"
"15",1,2,5,2,1,3,4,6,"42"
"14",1,3,5,4,2,3,7,5,"54"
"14",1,3,5,4,1,3,3,6,"54"
"14",1,3,1,4,1,4,3,6,"47"
"19",1,3,5,3,1,1,4,5,"46"
